62a7575fd82ddf028517780c01fecf7e0cca27aa,"REL: Release 1.8.1
f8f44a0595da3ae8be9458ead1366bcc72cd3390,"Fix NPY_INTP_FMT when C99 format available (typo + forgot to include inttypes.h),
",numpy/core/include/numpy/ndarrayobject.h
1da04e18896748c262d864ce83ca226c06e891b2,"Use C99 print formatting if available for NPY_INTP.
",numpy/core/SConscript,numpy/core/include/numpy/ndarrayobject.h,numpy/core/include/numpy/numpyconfig.h.in,numpy/core/setup.py
af071cfdea7eddf29ae08fba2bd5775fb594d8df,"* extras: fixed the definition of median
",numpy/ma/extras.py
84dbd03a91eac58006fc5d4bd9d10f23c6a78ca0,"core
MaskedArray.__new__: prevents data.mask to change shape and force a copy of _data.mask
",numpy/ma/core.py,numpy/ma/tests/test_core.py
ce5fc0af6285ca4ed1478c42c48fd1f6a7909f83,"Add test for #844 (inner product pb with atlas).
",numpy/core/tests/test_blasdot.py
c3de90a4f53d23513f4295646610fe204b2cfc47,"core:
* renamed _basedict to _optinfo
* prevented the back propagation of _optinfo in _update_from : the __dict__ is copied only if the underlying object is not a MaskedArray
* fixed getmaskarray for flexible dtype
* fixed __setitem__ when filling fields (the mask might still be nomask)
* _arraymethod now stores the name of the method in both self._name and self.__name__
",numpy/ma/core.py,numpy/ma/tests/test_core.py
9156bdce373ed8f7d6e9813f5261bc6b2f473309,"Fix method list sentinel in sortmodule.
",numpy/core/src/_sortmodule.c.src
7aa43a63d046f406f34d87865d2f3f7eb7b7cecf,"Fix buggy sentinel for blasdot docstring.
",numpy/core/blasdot/_dotblas.c
be0d287b2b23b89e5bf121558fc5ee4ea97710c2,"Fix generated file location for inclusion in sdist target when building with scons.
",numpy/core/setupscons.py
f20624ae964aa6862b901de2b40d31e9b51cc4d5,"Add function to get per package build directory when building with scons in
distutils.
",numpy/distutils/command/scons.py
18fb7c2628b0ee88128048ec9c71b55d3be1c6ad,"Revert revision, 5596 commited by error.
",numpy/core/include/numpy/ndarrayobject.h
4a0807f9e770fcc139601f6646ef71af90dc90d1,"Use inttypes format if available for NPY_INTP.
",numpy/core/include/numpy/ndarrayobject.h
62dbc75d31c0fddc2da71f8a1f769ea8b5fac9a1,"Handle MSI builds + python 2.3 for win32 build script.
",tools/win32build/build.py
331cf00283cada1637511bde73d6ce640e9dbc46,"BUG: reverting mistaken checking.
",numpy/core/tests/test_umath.py
4957e5ed4ef51beb8687e64c4f9c5315602d86aa,"BUG: Fix email addresses.
",numpy/core/tests/test_umath.py,setup.py
12cfaa0bf758a78d854e917f357ac2913d4e73c6,"Handle python version in prepare_bootstrap script.
",tools/win32build/doall.py
1006c2275077597ef9c510ccf8e0bee44ed93d71,"Add doc to osxbuild script.
",tools/osxbuild/build.py
3a873053bea771ae172d333ccac35b6ae0247d9c,"Defer tempfile import to improve startup time.
",numpy/lib/_datasource.py
2db8628fbbe4f4d40c54a56d01a9f6ceb873861b,"Cosmetic changes.
",numpy/setupscons.py
3f025b5400c0855472a772487de8930bac9b5eef,"Handle inplace generation of __config__.
",numpy/setupscons.py
23e03f2d320c1303a8fb199bc1f090a5b372f929,"Pass current package name and scons command instance to post hook.
",numpy/distutils/command/scons.py
343347adc5343b6a817520cb29036ba174a4db96,"Change API for pre/post hooks: they should be able to take arbitrary arguments.
",numpy/core/setupscons.py,numpy/distutils/misc_util.py
76a7161aa8bc7755059b250313778602aa473b6f,"Remove add_configres function which did nothing...
",numpy/core/setupscons.py,numpy/distutils/misc_util.py,numpy/linalg/setupscons.py
89bd486fe36015751b000ff27ec92ee6cdead116,"Make it possible to execute post/pre hooks in scons command even when no scons script is used.
",numpy/distutils/command/scons.py,numpy/distutils/misc_util.py
33e34091563f318ef373a2e48a05432f38081cef,"Handle inplace build option for numscons.
",numpy/distutils/command/scons.py
04ad372958ca795488f91f1e47f64b223dc78961,"Remove test.sh script which is a leftover from scons branch.
",test.sh
0d04757c1e9255e920395106d9c176af45ff0b4d,"Fix string type comparisons.
",numpy/lib/io.py
a80dbfe6e36a1c4cc455c3ce9b6e563588c7524c,"Delay import from inspect to reduce startup time.
",numpy/testing/utils.py
b78d3be51653f6241214f6354303bd261af1b426,"Delay import of shlex to reduce startup time.
",numpy/testing/numpytest.py
4b2252ca5153410475cf5a7a5ea4b4c07d428d41,"Delay import of difflib to reduce startup time.
",numpy/testing/utils.py
b4efbf823b373faabf115449c6dfe4eebd5bd367,"Removed unused import of glob.
",numpy/testing/numpytest.py
10ce27cef47b67163137ebeb8a5ca5e99bde39f0,"More explicit message wrt log level.
",numpy/distutils/command/scons.py
39c75c3abae67ad94d670b2056eef700a02fe5f8,"Add log-level option to scons command.
",numpy/distutils/command/scons.py
e303070d8c2fc24612e08c71b007896d94658d28,"Do not use numscons rsplit (python >= 2.4 required for numpy >= 1.2.)
",numpy/core/scons_support.py
f8b801d15d60540bfde19e0d22ec85a624699611,"Require 0.9.0 for numscons.
",numpy/distutils/command/scons.py
4cd620b72fe709ae7092a698a1b22cb9c12de04c,"BUG: missing import.
",numpy/ma/extras.py
9d932d5e212003e1e0e6e30be2b6358c9c0e0759,"Handle VS 2008 in msvc_runtime_library.
",numpy/core/SConscript,numpy/distutils/misc_util.py
98a17e83445d98261dea93752834358b668adc06,"* core : prevent ._basedict to be incorrectly propagated
",numpy/ma/core.py,numpy/ma/tests/test_core.py
e3f63ef77b066b3f2636a78a10450dac4f4d478d,"Set build scripts to unix ff.
",tools/win32build/README.txt,tools/win32build/build.py,tools/win32build/doall.py
20efcc4c8ec4a0789805b2467ad5a108b37c9468,"Remove unused nsis scripts.
",tools/win32build/nsis_scripts/numpy-superinstaller-2.4.nsi,tools/win32build/nsis_scripts/numpy-superinstaller-2.5.nsi
0a02410ed568b04505acaec9602e9dafd8b2b57b,"prepare_bootstrap script now handles pyver correctly, and can be set from command line.
",tools/win32build/prepare_bootstrap.py
d42999f35c6dcafcc213bf408e09fa4a6fc12925,"Update readme for win32build tools.
",tools/win32build/README.txt
6dde6a14904e2d4b82d53b80869eff13e070706d,"Fix path issue in nsis script.
",tools/win32build/nsis_scripts/numpy-superinstaller.nsi.in
d23e5e4cde838c1aa46b0e085955cdb959e6755a,"Add top script to generate binaries from scratch.
",tools/win32build/doall.py
1b4980a842976a037141ff94c2a3accff875a0c9,"Bootstrap script now works from scratch.
",tools/win32build/prepare_bootstrap.py
5e47de270b8b7598b277d918d24500f49f8cb18c,"Set LZMA solid compressor.
",tools/win32build/nsis_scripts/numpy-superinstaller.nsi.in
f1ff5f93a3b5a78ef87543c5b900c0e4f23b229e,"Build all ARCHS if arch arg not given to build script.
",tools/win32build/build.py
619ae0cf87612cfdcb17eec00a44798c23b2fe49,"Add code-generator files in MANIFEST because distutils does not pick them up.
",MANIFEST.in
ae80bef6aaf80d54f8f2d37f3327fbb6009b1ba3,"Fixing MANIFEST.in on win32.
",MANIFEST.in
8a946f60dfb7b3936c3aea98dfcfcdf3c986a702,"Uncomment bootstrap tasks.
",tools/win32build/prepare_bootstrap.py
c90b955c14395408069b5e382b307c18bb98c249,"Add nsis template, and bootstrap script, to bootstrap win32 binary build.
",tools/win32build/nsis_scripts/numpy-superinstaller.nsi.in,tools/win32build/prepare_bootstrap.py
bd8c4ce81340901cd7322f84cd1911581ce910dd,"Use OptionParser for win32 build script.
",tools/win32build/build.py
e1bc01faf6ffba5dab7587a97f967ca1bdee9fb2,"Add cpu_caps nsis plugin sources (to detect SSE in nsis scripts).
",tools/win32build/cpucaps/SConstruct,tools/win32build/cpucaps/cpucaps_main.c,tools/win32build/cpucaps/cpucaps_main.h
1fddb21cdd90e458c84d26d93e01ca12b2e5e4b7,"Add script for building osx installer.
",tools/osxbuild/README.txt,tools/osxbuild/build.py,tools/osxbuild/docs/README.txt
db05edada3b9ffa8202e6c8ab12e173bf103c403,"Regenerated mtrand.c after standardizing NumPy import in mtrand.pyx.
",numpy/random/mtrand/mtrand.c
8936ecc8c46b92f4dbc749e294eb5ab88ab0d857,"Standardize NumPy import as ""import numpy as np"".
",numpy/oldnumeric/random_array.py,numpy/random/mtrand/mtrand.pyx
e6f61c9445303c4ffa30e32b8efe68047ca2ef61,"Added tests to improve coverage.
Converted tests from doctests to unit tests.
",numpy/lib/tests/test_financial.py
d4092257b490db4e24a8efcc03a721ab3bc7e07b,"Start working on a INSTALL.txt document for building/installing numpy.
",INSTALL.txt
7ad402274d209c3d13b02843d66548ff726acd53,"Add some more info for installing numpy.
",README.txt
252e1289d6fdb13ac02b88953881e694500e87ee,"Standardized NumPy import as ""import numpy as np"".
Moved unique1d benchmarking code to new benchmarks directory.
",numpy/lib/arraysetops.py,numpy/lib/benchmarks/bench_arraysetops.py
1ab04d3ed8d4597922055396a9ba17f00bfc86ad,"Fix doctest command continuation line.
",numpy/lib/io.py
0175369fb56e29d891a0d8f9517f9149ed4e602f,"Removed unused private function _castCopyAndTranspose.
",numpy/linalg/linalg.py
681aa536342db1332a5af9b632495ddc883ecba9,"Standardize NumPy import as ""import numpy as np"".
",numpy/ma/tests/test_subclassing.py,numpy/testing/tests/test_utils.py
6dd88dc3b6c94d54585f639c533c00bf0928e13a,"* force the domain to the shape of the other element in DomainedBinaryOperation (bugfix 857)
",numpy/ma/core.py,numpy/ma/tests/test_core.py
e9ae63eda3f9ac5076ba2d216c96e6e137270009,"Skip one more possibly failing C99 test
",numpy/core/tests/test_umath.py
856861c4e59c945aac844dd172fa9612623e858b,"Added tests to improve coverage of numpy.lib.
",numpy/lib/tests/test_arraysetops.py,numpy/lib/tests/test_format.py,numpy/lib/tests/test_function_base.py
b5e26c40f2766890b600bd8b68eb01b4ec9f902b,"Clean up loadtxt. Fix Python 2.3 compatibility.
",numpy/lib/io.py
a2dcde587eb07398d0a30189a898c614ea1ba1aa,"Apply Stefan's patch for Ryan's loadtext fix.
",numpy/lib/io.py,numpy/lib/tests/test_io.py
e41b0e3b2222095c2eb75952602fc8b779798cbc,"Committed patch from Ryan May. It fixes error in loadtxt occurring when usecols is not None and dtypes are given.
I added the test suggested by Ryan.
",numpy/lib/io.py,numpy/lib/tests/test_io.py
75779e8651774e1f86fd6656d851d22411e2224b,"core:
* suppressed the debugging info...
",numpy/ma/core.py
923ef804b6ab66033f90b2cba0b410032798a418,"core:
* Make sure that the .reshape method accepts a new shape as a list (and not as a tuple only)
",numpy/ma/core.py,numpy/ma/tests/test_core.py
70e9b4906838c7e8a44d4e58c57517df68671555,"core:
* fixed the reshape function/method to accept an 'order' optional parameter
",numpy/ma/core.py,numpy/ma/tests/test_core.py,numpy/ma/tests/test_mrecords.py,numpy/ma/tests/test_old_ma.py
b8ecdad75b831eec62fb02e76d80a45f7ec9aa58,"Removed unused private function _asarray1d.
",numpy/lib/function_base.py
8e86b69357c931b9dc0544d0210f7b2a0720ef11,"Added numpy.testing.verbose, to allow tests to vary output accordingly.
Added numpy.testing.print_assert_equal, to allow removing the multiple 
identical implementations of this function in SciPy tests.
Display version info for NumPy, Python, and nose (and SciPy when running SciPy 
tests), in a manner similar to the original test framework.
",numpy/testing/nosetester.py,numpy/testing/utils.py
77effddb80562fa5e2de16ac4fb5470477bda652,"Added tests to improve coverage of numpy.core.
Removed unused methods from Vec class in test_numeric.py.
Renamed test in test_regression so it would be seen by nose.
Removed commented test_vector_elements test in test_defmatrix.py (same 
tems are now tested in test_matrix_element).
",numpy/core/tests/test_defmatrix.py,numpy/core/tests/test_multiarray.py,numpy/core/tests/test_numeric.py,numpy/core/tests/test_records.py,numpy/core/tests/test_regression.py
bd2f3c0ddad61d78eda6257dbf1cbeb608aa1c82,"Fix broken regression test.
",numpy/core/tests/test_regression.py
2ba50c217e3cae6b5470a28601a27ba1cbb0ab84,"Make regression test work for reverted NaN fix.
",numpy/core/tests/test_regression.py
d045a20c3232ffc0550d3f62a46bcd05f7b9761b,"Revert r5470.
",numpy/core/src/umathmodule.c.src
2de0cbb31f82437601eca2df23f53525e5fb204d,"Fix _SIGN macros for MSVC compilers. Test.
",numpy/core/src/umathmodule.c.src
20a3dc5b74166d985b75471f0ea55d49575445dd,"Fix ticket #794.
",numpy/core/src/umathmodule.c.src,numpy/core/tests/test_regression.py
5808ab5ef5cc0d16c74dc14d7eefa22386f16e81,"Add a pydoc import in lookfor; missed in the import refactoring.
",numpy/lib/utils.py
3db00b171882d289158041d630dd4b0aaf314a2d,"Fix errors in C99 tests. Skip tests failing on some platforms.
",numpy/core/tests/test_umath.py
7a155531d0631f19b2eb6df494f0d57e2630bbd2,"Undo test of SPARC alignment.
",numpy/ma/tests/test_mrecords.py
1c82d097e226f638c2464dae7730cbab596171b3,"Testing SPARC alignment.
",numpy/ma/tests/test_mrecords.py
da3677060f54b6ac39db93728b4e9948adeeae6c,"BUG: Allow longs as well as ints to satisfy Win64.
",numpy/lib/format.py
ecf30dc2d1e500c5654ca8624aad15de84c01b6c,"Fix some errors in C99 tests. Skip tests failing on Sparc64
",numpy/core/tests/test_umath.py
ca75c7e00e9d58ed3642d4140be15349d53c9e76,"Add tests for complex functions: test against Python's cmath, check the branch cuts and C99 compliance at inf, nan special points.
",numpy/core/tests/test_umath.py
a7c080edd594f8e84b9edd555c2f2d981a8b3c31,"Fix arccosh branch cut. Remove one unnecessary operation from nc_asinh.
",numpy/core/src/umathmodule.c.src
d5300c2b68cbdb4dabe73b50a0f650b80d8d8d23,"Comment out extension option since it is not used at present.
",numpy/testing/noseclasses.py
df1fc32a47bf8450936cb436e1840132921ee90b,"Instead of importing nose plugins, use the existing list of classes that 
nose.plugins.builtins imports.
If --with-doctest is included in extra_argv, remove it and use the NumPy doctester 
instead.
",numpy/testing/nosetester.py
d7611a5c92dbb2be1c5edab7c3c7a8c2e9e6fa57,"Fix other reference count leak pointed out in #848 due to missing DECREF for typecode.
",numpy/core/src/scalartypes.inc.src
c003f55e3068e99b174a3407aab0499662cdbfb2,"Generate headers in the right place for inplace builds.
",numpy/core/setup.py,numpy/distutils/misc_util.py,numpy/random/setup.py
f3bef65f681d7a845a699071a0b11f3e5d68fea5,"Comment cleanup.
Fixed __import__ calls for Python 2.4 (__import__ doesn't take keyword args in 2.4).
",numpy/testing/noseclasses.py,numpy/testing/nosetester.py
3e4f726759a8fef08887c8152c051e04995f3a42,"Use a subclass of the nose doctest plugin instead of monkeypatching the builtin plugin.
Removed decorators for NoseTester methods.
",numpy/testing/noseclasses.py,numpy/testing/nosetester.py
f1104f880af4443df3a412ffdbbd151d03c1e932,"* added .torecords(), to convert a masked array to a flexible array with fields '_data' and '_mask'
",numpy/ma/core.py,numpy/ma/tests/test_core.py
ab911fc322d50ce9928b211954857cc56e7a1595,"* fixed a pb with printing flexible ndarrays with subdtypes
",numpy/ma/core.py
7a47bfa5a562f9bcd2baecba451bcd334bfe30ed,"Add numpy.doc.jargon entry.
",numpy/doc/reference/jargon.py
4bc3f39680039a89832eba8bcffc5a2b30176da5,"FOR BUILDBOT: More unsavory workarounds for Sparc64. Change back when we've fixed the actual bug.
",numpy/ma/tests/test_core.py,numpy/ma/tests/test_mrecords.py
16146b44c79631d7ab82652690b0b476d5c57bdb,"FOR BUILDBOT: Change the test to make sure the double is aligned to a reasonable boundary. It does no harm to the test, but it shouldn't be necessary. However, I need the buildbots to test it out on the Sparc64 platform for me.
",numpy/ma/tests/test_core.py
e2df0c7f93eab474669d8f690f9de7abecb6fa0e,"testutils
* improved check on object/record arrays

core 
* fixed filled for flexible types
* fixed the definition of the mask for flexible types

mrecords:
* fixed a bug w/ titles/formats in __new__ and __array_finalize__
",numpy/ma/core.py,numpy/ma/mrecords.py,numpy/ma/tests/test_core.py,numpy/ma/tests/test_mrecords.py,numpy/ma/testutils.py
0a9ae133c4b626d3606309a4e3f7c1552bfcf707,"Remove blank line.
",numpy/core/blasdot/_dotblas.c
f90a9240436e179acc6b4428cc4cff17a06fd6ac,"Fix ticket #849. Thanks to Michael Abbott.
The added check for NULL descr isn't really needed here because the typenums
used don't allow such returns. But knowing that requires knowledge of
PyArray_DescrFromType internals and not checking makes the code fragile.
",numpy/core/blasdot/_dotblas.c
75a3b814dc8dc1df038b3afb9b9bf1b19a7d43da,"Coding style cleanups.
",numpy/core/blasdot/_dotblas.c
b788f2518a9b7ed30f8886a31d6a759ba9bba303,"Fix ticket #837. Avoid infinite loop in fromfile/fromstring by ensuring that *_skip_separator always consumes at least one character or fails.
",numpy/core/src/multiarraymodule.c,numpy/core/tests/test_multiarray.py
f48abc5a5b88e22dbbad44b1cb130543231ffa13,"Fix ticket #850. Thanks to Michael Abbott for the patch.
",numpy/core/src/arrayobject.c
a98f7c8be521ea58a3c9c44729bcd162f01a7f0f,"Coding style cleanup. Replace hard tabs with spaces.
",numpy/core/src/multiarraymodule.c,numpy/core/src/scalartypes.inc.src
120252edb36a6dba5f824d73a2ed2624d1cde874,"Deprecate PyArray_As2D.
",numpy/core/src/multiarraymodule.c
e10e7d9ab98f2ad3e8ffc6f63583feb8fbef882a,"Added the measure function to utils.py in support of SciPy tests.
",numpy/testing/utils.py
dc850ae31bf4937eace3f6b62a615a78bac2d73d,"Added isfunction and decorate_methods in support of SciPy switching to 
use numpy.testing.
",numpy/testing/utils.py
9ad992f74222d99ed2f66c5e3e9a2a90cdc31cd2,"Add place-holder for doc.glossary.
",numpy/doc/reference/glossary.py
b6b63456ea8c61351c9bf1415c797d95c87e46f3,"Reset doctest.master on each test run to avoid messages about ""'__main__' in both 
testers"" when test() is run multiple times.
",numpy/testing/nosetester.py
8c69b7caef4d73725e53933934efc2bba12d7491,"Make deprecation messages more informative.
",numpy/core/src/arrayobject.c,numpy/core/src/multiarraymodule.c
775b05acfc2da1cea3ad1997d81b86c6f2686c5d,"Make use of assert_raises from numpy.testing, and added run_module_suite to support 
running test module stand-alone.
",numpy/lib/tests/test_stride_tricks.py
e227d01fdd75f2b8d10cefe057ca7847063f769d,"Added tests for eigenvalue/vector functions for Hermitian matrices..
",numpy/linalg/tests/test_linalg.py
39e305137d5d3df233d87b3fb903fcdc81750d65,"Move DEPRECATE macro to ndarrayobject.h.
Deprecate PyArray_As1D.
Remove deprecated functions from fftpack_listmodule.c.
There may need to be further fixes on 64 bit platforms, we will see.
",numpy/core/include/numpy/ndarrayobject.h,numpy/core/src/arrayobject.c,numpy/core/src/multiarraymodule.c,numpy/fft/fftpack_litemodule.c
c62bdcbb4bfbed32bc3df144ece9cce1dc11e775,"Indentation and coding style cleanups.
",numpy/fft/fftpack_litemodule.c
13b05eea92552d0d65f49033af5267b84049b2ee,"Replaced utils.raises implementation with the nose function.
Added utils.assert_raises (uses the function from nose).
Wrapped text for test() deprecation warning.
",numpy/testing/nosetester.py,numpy/testing/utils.py
382db3569b1cccee5b4e813919dced51d8352a97,"Added tests to improve coverage.
Renamed TestPiecewise methods so that they will be picked up by nose.
",numpy/lib/tests/test_function_base.py,numpy/lib/tests/test_index_tricks.py,numpy/lib/tests/test_io.py,numpy/lib/tests/test_shape_base.py,numpy/lib/tests/test_type_check.py
da2a99485f401a0b09b6fe47ec1f23190d0259bf,"Fix doctests to run properly under new execution context.
",numpy/lib/index_tricks.py
5f1b347d807b713292a5771b5bf086265848faf0,"Add tests to improve coverage.
",numpy/core/tests/test_multiarray.py,numpy/core/tests/test_numeric.py
207e37a2eb9f2004c390c7b41cbdea4cc79afe59,"Fix Deprecation warnings for python versions < 2.5.x
",numpy/core/src/arrayobject.c
303069205c70a1b9d9fddbeec25d839244588d32,"Deprecate PyArray_FromDims and PyArray_FromDimsAndDataAndDescr.
There will be warnings issued in np.test() until fftpack is fixed.
",numpy/core/src/arrayobject.c
1dc6cce5b9cbd236777acc73fd9c73615b1d0ba2,"Replace snprintf with PyOS_snprintf.
There remain four occurrences of sprintf that should be replaced.
",numpy/core/src/arrayobject.c,numpy/core/src/ufuncobject.c
000bdedae2c5173360309fda4c4b9e6bd6f97eeb,"Bit of whitespace removal.
",numpy/core/src/scalartypes.inc.src,numpy/core/tests/test_print.py
6748d60d650d0b2383c62ae076aec799c0f8fda3,"Add basic tests of number str() formatting.
",numpy/core/tests/test_print.py
072d2e0f561612082097a1a7b880aa9ef01fed74,"Make printing of complex numbers match Python.
",numpy/core/src/scalartypes.inc.src
d7717dde37f20925b1ee4f1494c0c4ccea385d59,"Make buffers local for reentrancy.
",numpy/core/src/scalartypes.inc.src
b81c073daf1f5d45441b30b6a792a8348f6a572f,"Small cleanups.
",numpy/core/src/scalartypes.inc.src
6f7d69ae4718de29b37f54abcfed44015ae57d97,"Coding style cleanups.
Check return of PyArray_DescrNew for NULL (possible memory error).
",numpy/core/src/arraytypes.inc.src
62575555261f4e097c314a2d4a3d1d6d312ef155,"Coding style cleanups.
",numpy/core/src/ufuncobject.c
72172da20bc6997f237788bcc6bc4f98730634e0,"Coding style cleanups
",numpy/core/src/multiarraymodule.c
2e578e7218e45692d435890c4b0f52da4ef3f2cf,"Coding style cleanups.
",numpy/core/src/arrayobject.c
f2abd6377ba69688713b7c6aef58005b31242f5a,"Sort numpy.doc names.
",numpy/doc/reference/__init__.py
9a27253a10f8c1f9775b688eb65e41d227fa84e4,"Add stubs for reference documentation.
",numpy/doc/reference/basics.py,numpy/doc/reference/creation.py,numpy/doc/reference/howtofind.py,numpy/doc/reference/internals.py,numpy/doc/reference/io.py,numpy/doc/reference/methods_vs_functions.py,numpy/doc/reference/misc.py,numpy/doc/reference/performance.py,numpy/doc/reference/structured_arrays.py,numpy/doc/reference/ufuncs.py,numpy/doc/reference/zen.py
33ffa7b85e97fd289785e4bd6345e69fb87bdd16,"Comment out failing portions of  __mul__ and __rmul__ until they are fixed in 
chararray.
",numpy/core/tests/test_defchararray.py
86409f0de0c65f8e44602ad8dcbae9a8044b0513,"Improve chararray __mul__/__rmul__ test so it should fail on 64-bit machines.
",numpy/core/tests/test_defchararray.py
dcf96aa6436ccd4fdd6acff24cc3216d064ff5be,"Added test module for chararray.
",numpy/core/tests/test_defchararray.py
7895d91a8328e9b3f8bfb7bba1fb7f8302adde51,"Make doctests pass under new execution context.
",numpy/lib/index_tricks.py,numpy/lib/scimath.py
a38f52777b28f91f73022b49a7d7000592dfd092,"Removed matrix._get_truendim (unused).
",numpy/core/defmatrix.py
3f1e1be7404a3016f664d4aef3545b099b2068c0,"Test coverage improvements.
",numpy/core/tests/test_defmatrix.py
8b00f36488948c9ec7199e3c201ef02bf3b5002d,"Updated doctest for NoseTester to reflect actual usage, and added 
__file__ = '__main__' to doctest context to allow the updated test to 
run correctly.
Added setupscons.py and setup.py to the list of files to ignore when 
looking for doctests.
Cleaned up docstrings for readability.

",numpy/testing/nosetester.py
59e1ee936c730b19a4c4016172658695fb197ada,"Use TestCase instead of NumpyTestCase.
",numpy/lib/tests/test_function_base.py
88b409fca114c709615b9df443bfbf58527000b4,"Fix example docstring.
",numpy/doc/EXAMPLE_DOCSTRING.txt
c114dd8293e5ab72b57f3810df476b6528966d4f,"Add numpy.doc topical documentation framework.
",numpy/__init__.py,numpy/doc/__init__.py,numpy/doc/reference/__init__.py,numpy/doc/reference/broadcasting.py,numpy/doc/reference/indexing.py,numpy/setup.py
89bdcf9a990f5aa44b9830ae366f3c02f7b5bd7a,"Fix distutils issue on AIX with aix compilers.
",numpy/distutils/ccompiler.py
0dffd02f017944c9ccfbdbe667a21fe27473a387,"Simplify a bit more scons scripts.
",numpy/fft/SConscript,numpy/lib/SConscript,numpy/linalg/SConscript,numpy/numarray/SConscript,numpy/random/SConscript
06e999f3a8b458684b4cd9677417f799caf02585,"Bump min version for numscons to 0.8.2.
",numpy/distutils/command/scons.py
15e2c1af93e75907a33b7361fa55ab2473ff50e9,"Use NumpyPythonExtension instead of DistutilsPythonExtension where possible.
",numpy/fft/SConscript,numpy/lib/SConscript,numpy/linalg/SConscript,numpy/numarray/SConscript,numpy/random/SConscript
cced5101daf6624b40999637bbb0996f11e3a691,"BUG: Make sure the Zipf results are within the allowable range.
",numpy/random/mtrand/distributions.c
b724d59dd85b40481542bb4aa08f527ffa542b05,"Fix refleake discussed in #848.  Only applied part of the patch.
",numpy/core/src/scalartypes.inc.src
ebf8dce3a385f9da5b1e769cb1c41f8f928dfedf,"Fix ref-count leak in Ticket #843
",numpy/core/src/multiarraymodule.c
048bc867ad2ba31dbd784eb6432a492a65686510,"Piecewise should not expose raw memory.  Closes #798.
",numpy/lib/function_base.py,numpy/lib/tests/test_function_base.py
757b1fbfd996c969eb4e76d6949a6ae242ddb3ae,"Example of real docstring.
",numpy/doc/EXAMPLE_DOCSTRING.txt
e5da29acd88bb5e873d8b807363625f0be4279bb,"Renamed check_recarray_from_repr to test_recarray_from_repr so it can be 
picked up by nose.
",numpy/core/tests/test_records.py
a4847b1de5fc8398c2589e04aee1b63ba0592ff4,"Return actual bools instead of 0 or 1.
",numpy/core/numeric.py,numpy/core/tests/test_numeric.py
01320e0149a08299461ab730bf0bdce6c9ba3483,"Prepend bootstrapping include path to avoid problem with debian numpy.
",numpy/core/SConscript
297a4b8cd70077eb905575dcd4d369a762514ecf,"Remove f2py.lib from setupscons.py
",numpy/f2py/setupscons.py
73cc84b6319763a0661fe90100807757e5e88430,"Remove uses of set_package_path, set_local_path, restore_path, and 
associated sys.path manipulations.
",numpy/distutils/tests/f2py_ext/tests/test_fib2.py,numpy/distutils/tests/f2py_f90_ext/tests/test_foo.py,numpy/distutils/tests/gen_ext/tests/test_fib3.py,numpy/distutils/tests/pyrex_ext/tests/test_primes.py,numpy/distutils/tests/swig_ext/tests/test_example.py,numpy/distutils/tests/swig_ext/tests/test_example2.py,numpy/f2py/tests/array_from_pyobj/tests/test_array_from_pyobj.py
dcb2ea64c660f6f554a4afbbfa0d5dfbbb518e01,"Removed convdtype.py as discussed on numpy-discussion list (code was intended for 
the Numeric to numpy transition, but was never used).
",numpy/lib/convdtype.py
36e02207c1a82fe669531dd24ec799eca2989c80,"Use the implicit ""import numpy as np"" made available to all doctests instead 
of explicit imports or dependency on the local scope where the doctest is 
defined..
",numpy/add_newdocs.py,numpy/lib/financial.py,numpy/lib/function_base.py,numpy/lib/io.py,numpy/lib/polynomial.py,numpy/lib/scimath.py,numpy/lib/shape_base.py,numpy/lib/twodim_base.py,numpy/linalg/linalg.py,numpy/ma/core.py,numpy/ma/extras.py,numpy/testing/decorators.py
f07e385b69ee59ef6abe05f164138dc6a7279291,"BUG: C-style /**/ comments only.
",numpy/core/src/umathmodule.c.src
2f18f9d6834c1eeaf7a234f2810c8c1ba37c7abf,"Correct the oldnumeric typecodes, update the tests to work on 32-bit machines, make sure these tests are installed with numpy so they can be run with numpy.test().
",numpy/oldnumeric/precision.py,numpy/oldnumeric/setup.py,numpy/oldnumeric/tests/test_oldnumeric.py
5873cfd7d0d8f280a3682ed80540cab2c1af65e4,"Fix setup script. Exclude test that requires building from the main test suite.
",numpy/f2py/setup.py,numpy/testing/nosetester.py
484c100392601f4942ceecbedf32e6df0201d473,"Removing G3 f2py code. Development has moved to https://launchpad.net/f2py/
